CustomerID,Recency,Frequency,Monetary,RFM_Score,VIP
12346,0.559620596205962,0.027707808564231738,0.12738358726497725,0.20721680059689992,0
12347,0.9986449864498645,0.017632241813602016,0.00924802408336012,0.3102592216584324,0
12348,0.8997289972899729,0.010075566750629723,0.003312069750814158,0.2756188965124695,0
12349,0.975609756097561,0.007556675062972292,0.007269389064429196,0.2979151421736403,0
12350,0.5813008130081301,0.0,0.0005444149465185612,0.1744991268917427,0
12351,0.4932249322493224,0.0,0.000489439631207123,0.14806536760103814,0
12352,0.9525745257452575,0.022670025188916875,0.00467608830017869,0.2980425879780714,0
12353,0.7249322493224932,0.0025188916876574307,0.0006632680632181633,0.21887177425322032,0
12354,0.6869918699186992,0.0,0.001768096150791689,0.20645118020576808,0
12355,0.7113821138211383,0.0025188916876574307,0.0015516277670183257,0.21498440554357384,0
12356,0.9701897018970189,0.012594458438287152,0.01046408397113952,0.2994469565824771,0
12357,0.9566395663956639,0.005037783375314861,0.03003309523836899,0.29551738065403044,0
12358,0.9986449864498645,0.010075566750629723,0.006379764616297101,0.30590723223353367,0
12359,0.9227642276422764,0.022670025188916875,0.014672660350281619,0.2910988129571977,0
12360,0.9308943089430894,0.017632241813602016,0.006980633150722867,0.2894805402198724,0
12361,0.6124661246612466,0.007556675062972292,0.0008348955115866184,0.18768515403217748,0
12362,0.997289972899729,0.02518891687657431,0.008792896801625835,0.313540029668531,0
12363,0.8523035230352304,0.0025188916876574307,0.0009018284096726989,0.2571308684363323,0
12364,0.9905149051490515,0.007556675062972292,0.002151954268158977,0.30136319992983335,0
12365,0.6070460704607046,0.0025188916876574307,0.001048637303683346,0.18358299444277676,0
12366,0.14227642276422758,0.0,0.0008168113101650787,0.04284628909130129,0
12367,0.9959349593495935,0.0,0.0002725770414082222,0.2988350032131597,0
12368,0.15040650406504064,0.0,0.0015024998410856957,0.04542245118772933,0
12369,0.4417344173441734,0.005037783375314861,0.0029371633952767874,0.1356266495699648,0
12370,0.9322493224932249,0.015113350125944586,0.007091372193396819,0.28864974624961914,0
12371,0.940379403794038,0.010075566750629723,0.006675928318233326,0.2884867901771729,0
12372,0.9037940379403794,0.005037783375314861,0.0021272178400564895,0.27408254663778253,0
12373,0.5799457994579946,0.005037783375314861,0.001847347987175821,0.17687210112249097,0
12374,0.967479674796748,0.007556675062972292,0.004905023449509682,0.29500324466041244,0
12375,0.986449864498645,0.0025188916876574307,0.0007466097871172485,0.29734372715084567,0
12376,0.47289972899728994,0.0025188916876574307,0.0008215910582247227,0.14329368275466065,0
12377,0.5745257452574526,0.007556675062972292,0.00562297117352013,0.17726065534342594,0
12378,0.8252032520325203,0.0025188916876574307,0.008891596135269825,0.2505987406806388,0
12379,0.8902439024390244,0.007556675062972292,0.002656406578838659,0.2713827895789612,0
12380,0.9715447154471545,0.02518891687657431,0.01588872023806102,0.3072356171200457,0
12381,0.994579945799458,0.010075566750629723,0.003026122555039784,0.3040169916261602,0
12383,0.7506775067750677,0.010075566750629723,0.0030347458118484202,0.23084798457020486,0
12384,0.962059620596206,0.0025188916876574307,0.0009564752199628559,0.29006862706668307,0
12385,0.4878048780487805,0.0,0.003179025217195201,0.14697726845807318,0
12386,0.5433604336043361,0.0025188916876574307,0.0010805351412497676,0.16448368295337948,0
12387,0.4390243902439024,0.0,0.00023157961475230637,0.13175363299612117,0
12388,0.9796747967479675,0.017632241813602016,0.006402825668791054,0.30399912506494947,0
12389,0.4552845528455284,0.005037783375314861,0.0023494350617022765,0.1395741445536564,0
12390,0.8929539295392954,0.0,0.0008982805554428601,0.26806583497287717,0
12391,0.9715447154471545,0.012594458438287152,0.004550566531547076,0.2986707571595993,0
12392,0.20054200542005418,0.0,0.0003807373196651155,0.06023874908994927,0
